budget,imdb_id,original_language,runtime,revenue,genres1,genres2,genres3,prod1,prod2,prod3,weekday,month,year,day,cast1,cast2,cast3,cast4,cast5,director,producer,budget_log
2900000,tt1190536,3,90.0,131862,1,4,0,583,1977,143,4,10,2009,16,64856,44994,88059,4728,6396,92657,1338563,14.88022163978423
26000000,tt1486192,3,111.0,7289642,5,17,14,1789,0,0,4,3,2012,9,3036,114019,59860,2039,2449,11266,60472,17.073607134447293
0,tt2076220,3,115.0,18866,7,9,0,1585,360,0,0,7,2012,2,8170,12207,3784,27980,27978,27977,1033714,0.0
6000000,tt0462244,3,89.0,3402678,4,8,0,1805,2242,0,2,8,2007,8,9777,59154,61260,58058,16662,2223,-1,15.607270193858982
40000000,tt0482571,3,130.0,14801808,7,14,17,2371,2229,2090,3,10,2006,19,6968,3894,3895,1245,1333,525,556,17.50439003707821
10000000,tt2937696,3,116.0,312355,4,0,0,116,0,0,2,3,2016,30,1224115,1552440,932091,78198,986808,564,1027025,16.118095750958314
13000000,tt0289879,3,113.0,17065227,16,17,0,1476,764,1135,3,1,2004,22,18976,4766,20189,20220,10128,20219,20224,16.380459992348886
0,tt0094318,3,90.0,122934,8,2,7,481,1676,0,4,7,1987,10,4724,1328,184498,1328167,92623,69982,18679,0.0
0,tt2316868,3,95.0,4246,7,11,0,323,0,0,5,1,2014,18,9824,76512,222330,8210,-1,1164588,1286468,0.0
7000000,tt0094812,3,108.0,5009301,4,15,0,1551,2167,0,2,6,1988,15,1269,4038,504,4039,4040,4037,4053,15.76142084987672
762241,tt5221584,15,140.0,29129,7,0,0,1860,865,441,3,9,2016,1,27396,1016242,223286,1475533,933609,1016214,1386894,13.544019369551084
110000000,tt1253863,3,102.0,45038460,1,18,0,1212,970,168,2,3,2014,5,38664,10912,17286,208296,1371,78914,79243,18.5159909328476
0,tt0089572,3,103.0,1560591,14,17,0,551,2258,0,4,2,1985,15,6856,10447,12518,1271,1116654,148119,10770,0.0
0,tt0096223,3,93.0,133330,4,7,0,1649,1570,0,4,10,1988,21,3036,504,18465,62019,155931,93806,-1,0.0
85000000,tt0118571,3,124.0,37132505,1,17,0,481,227,1749,4,7,1997,25,3,64,515,19957,3905,5231,58327,18.258161826219297
80000000,tt0318081,3,110.0,917398,17,16,2,694,819,208,6,5,2005,15,7059,1083,35013,20021,12833,37710,62926,18.197537205138154
23000000,tt0360139,3,111.0,6081483,4,15,0,71,648,345,4,1,2004,9,16855,33532,80310,12799,18750,80307,47286,16.951004817371683
5000000,tt0104409,3,93.0,3208009,12,17,18,742,2235,1186,4,9,1992,11,68758,68759,70783,73040,59449,48965,63065,15.424948670398354
0,tt0096200,3,101.0,1116902,4,7,15,2242,0,0,4,9,1988,23,25129,4038,8447,20,26469,51521,-1,0.0
18000000,tt3760922,3,94.0,17861950,15,4,8,2299,1670,917,2,3,2016,23,38405,1278724,54645,34457,32600,64045,12931,16.705882371415992
7000000,tt0112851,3,104.0,7910446,17,1,5,480,1262,0,4,8,1995,25,3131,3136,22462,11159,884,2294,57614,15.76142084987672
22000000,tt0492956,3,110.0,22950971,4,8,0,2366,1345,1414,4,9,2007,28,18918,74929,26467,41901,9779,58375,70700,16.906553056777135
90000000,tt0118884,3,150.0,20584908,7,16,14,2371,2013,0,4,7,1997,11,1038,10297,4512,5049,4139,24,24,18.31532023940565
0,tt0098067,3,124.0,10506450,4,7,8,1015,2299,0,0,7,1989,31,67773,2453,1902,4765,8872,6159,339,0.0
3000000,tt0100666,3,100.0,4474336,4,8,16,2229,1971,0,4,4,1990,27,4788,131785,19968,1491527,-1,56059,-1,14.914123179965662
17000000,tt0084602,3,99.0,12431486,7,0,0,2290,0,0,4,5,1982,28,16483,3094,4521,1101,16523,16483,11472,16.648723960844016
16500000,tt0815244,3,108.0,5196380,4,0,0,1421,463,1869,4,9,2007,21,29220,60072,16839,15034,35550,54597,1203317,16.61887099947687
16000000,tt2103267,3,100.0,119806,7,0,0,842,452,360,2,4,2013,3,3489,32,109438,968863,77335,48583,185253,16.588099342704055
113,tt0091326,3,113.0,12652336,2,7,1,481,575,0,2,6,1986,18,2877,23915,56117,56118,56120,16513,1888,4.736198448394496
19000000,tt0102945,3,99.0,13777943,7,5,17,2264,0,0,4,2,1991,8,1204,29459,51805,53302,40258,52629,12842,16.759949589762293
18000000,tt0101371,3,100.0,2461469,4,7,0,1551,0,0,4,3,1992,13,11477,2628,2178,1063,11885,26502,-1,16.705882371415992
20000000,tt0419946,3,92.0,7138774,1,2,7,2264,1572,2358,4,10,2006,13,56446,56447,418,160179,9378,56453,102688,16.811242881518265
0,tt0107091,3,104.0,4322250,9,7,4,2299,2035,86,4,8,1993,13,3223,28164,26467,1951,3197,33485,67021,0.0
10500000,tt1091229,7,149.0,629921,1,2,4,2371,0,0,4,1,2009,16,35070,85450,53975,240171,85451,35735,85445,16.166885910365842
48000000,tt0200027,3,132.0,10404652,4,7,15,480,0,0,4,10,2001,19,69597,18324,28472,328,33235,14911,67994,17.6867115897055
0,tt0107626,3,85.0,1465476,4,15,0,2229,0,0,4,8,1993,6,65704,64062,108098,52995,54782,12438,-1,0.0
60000000,tt0119314,3,170.0,13685488,7,15,0,2415,2229,0,3,5,1998,14,4135,5470,4783,1245,1902,4135,7532,17.909855136853043
9000000,tt2975578,3,104.0,29816675,12,17,0,2299,2404,1667,3,7,2014,17,81685,37158,70303,31168,1208406,53120,1186277,16.012735246411598
35000000,tt0891527,3,92.0,6702434,1,2,7,523,2290,2415,0,10,2007,22,4135,5064,500,454,37625,4135,39922,17.370858648025116
12000000,tt1667310,3,95.0,19391,5,7,17,2069,1444,16,3,11,2012,8,8783,59315,56365,207818,10823,15115,1419717,16.300417291085605
0,tt0090060,3,110.0,6128157,7,15,0,480,0,0,3,6,1985,20,2880,2879,37041,3416,21624,5572,7200,0.0
2800000,tt6574272,3,80.0,1816499,12,14,16,1904,437,0,4,4,2017,21,932425,152355,1376581,1644629,1524501,1324390,61921,14.845130332288226
15000000,tt0105104,3,84.0,10513925,1,2,17,2371,0,0,3,11,1992,5,10814,27422,3197,46924,21089,40230,65558,16.52356082573315
80000000,tt2510894,3,89.0,48464322,3,4,8,480,2001,0,0,9,2015,21,19292,62861,77948,32895,884,185438,53684,18.197537205138154
57000000,tt0368709,3,123.0,10618711,4,7,15,1602,523,2335,3,10,2005,6,114,205,4038,7447,14888,11649,-1,17.858561843342684
25000000,tt0112688,3,128.0,4463560,14,5,7,2299,26,0,4,9,1995,15,1037,1241,18792,327,21353,5281,-1,17.034386422832473
60000000,tt0120873,3,131.0,16863988,17,5,1,1159,2371,0,4,3,1998,6,2176,10814,3223,532,43774,2523,12050,17.909855136853043
6500000,tt2799166,3,89.0,1369935,12,0,0,812,1874,1964,3,12,2014,4,589098,81681,207321,1343870,1343869,59290,1437614,15.687312888712007
22000000,tt1753383,3,100.0,18222810,4,7,8,2299,92,1606,3,1,2017,19,6065,52018,54415,1680339,928906,5306,35974,16.906553056777135
93,tt0893412,3,107.0,1115638,4,7,15,1222,1244,1409,4,1,2011,28,38670,57674,112371,18975,37059,576537,-1,4.543294782270004
27000000,tt0111438,3,99.0,12064625,17,16,1,2299,1795,544,3,9,1994,15,15111,29091,21399,14888,21369,37710,7623,17.11134746100564
0,tt3451230,3,96.0,40708,7,13,15,390,1823,1931,4,4,2016,8,1576443,1425934,10223,1457238,652,62081,-1,0.0
12000000,tt0164181,3,99.0,5811664,12,14,17,149,0,0,4,9,1999,10,4724,49824,7796,14721,119521,508,35974,16.300417291085605
15000000,tt2980516,3,123.0,208763,7,15,0,2431,0,0,2,11,2014,26,37632,72855,23458,1639,16358,76998,2236,16.52356082573315
30000000,tt0218817,3,108.0,5486209,1,5,7,1037,694,988,4,1,2001,12,11864,38581,504,4174,6487,7791,6468,17.216707972959764
10000000,tt1126590,3,105.0,3001738,7,0,0,2182,1972,671,2,12,2014,24,9273,27319,78080,6413,17881,510,7131,16.118095750958314
20000000,tt1067774,3,109.0,7453944,2,4,15,638,1785,807,4,7,2011,1,77948,55775,33352,85825,1533,56789,66963,16.811242881518265
62000000,tt0811138,3,87.0,13907130,4,15,0,1602,873,1059,4,6,2008,20,12073,56731,12111,71530,22122,71527,12073,17.9426449591384
78146652,tt1135487,3,125.0,13965110,15,4,5,2299,1198,1789,3,3,2009,19,2296,1204,13242,207,15109,19242,38082,18.174097786019544
28000000,tt0397078,3,103.0,5692285,4,7,8,1785,422,1478,4,5,2006,12,49265,19664,62064,1294,2139,18281,62060,17.147715103853763
0,tt5213534,3,117.0,16880,6,13,0,36,1534,1465,6,10,2016,2,143210,82990,82992,1704495,1704496,182,41373,0.0
18000000,tt0091993,3,107.0,2918072,8,2,0,37,0,0,4,6,1986,6,689,1063,11164,67893,73421,92554,-1,16.705882371415992
4000000,tt0465436,3,105.0,15810,7,15,0,2332,175,0,3,9,2007,20,10980,1394227,38661,38660,12536,29078,38657,15.201805169084134
45000000,tt1046997,3,160.0,3477996,7,18,0,1754,26,2229,0,9,2008,15,15543,8177,10964,1241,21965,5281,1038526,17.622173069956816
3000000,tt0327036,3,113.0,7374049,4,0,0,0,0,0,3,8,2002,1,78029,-1,-1,-1,-1,161858,1746321,14.914123179965662
48000000,tt0097576,3,127.0,29355021,2,1,0,1267,1602,0,2,5,1989,24,3,738,656,739,655,488,735,17.6867115897055
6900000,tt0106677,3,102.0,918127,4,7,0,886,87,2147,4,9,1993,24,52474,51792,56934,58000,58001,564,7780,15.747032114495013
65000000,tt0130018,3,100.0,16520038,12,14,17,480,1315,2073,4,11,1998,13,33259,33260,327,33285,17348,33279,11874,17.989897843244528
79000000,tt0167261,3,179.0,62007528,2,9,1,2419,1476,2177,2,12,2002,18,109,1327,110,882,114,108,108,18.184958423089522
5800000,tt0473024,3,95.0,3767567,1,2,7,21,635,1668,4,9,2006,1,53650,59300,32486,76667,76669,76705,76706,15.573368647930426
30000000,tt0257360,3,125.0,282367,7,4,0,1476,182,0,4,12,2002,13,514,8534,15250,20212,35515,13235,35509,17.216707972959764
3500000,tt0100740,3,93.0,5028096,17,4,9,1602,1202,545,3,5,1990,3,102,11716,2224,884,1231,13367,64797,15.068273812173887
9000000,tt4361050,3,99.0,14065500,12,17,0,2299,1667,938,3,10,2016,20,53755,1024722,1883866,9976,1456341,551463,-1,16.012735246411598
49000000,tt1823672,3,120.0,13346782,5,1,16,480,1350,2004,2,3,2015,4,82191,76788,985041,985040,20191,82194,82194,17.707330876483063
40000000,tt0348836,3,98.0,19288438,12,17,0,481,543,2371,4,11,2003,21,4587,3223,17764,955,3911,2406,40287,17.50439003707821
0,tt0107473,3,96.0,3815555,4,5,15,2299,1292,0,4,3,1993,5,380,139,1532,16560,5170,9200,7170,0.0
8500000,tt1171222,3,96.0,9031102,4,0,0,1988,0,0,4,9,2013,27,52851,11702,938,17637,37936,109692,995418,15.955576839107596
0,tt2370248,3,96.0,56206,7,0,0,2232,113,0,4,8,2013,23,60073,17487,481337,17838,1200864,1144604,1353533,0.0
75000000,tt0343660,3,99.0,39852237,4,15,0,481,931,117,4,2,2004,13,19292,69597,60949,1328,19293,13426,20821,18.132998684833918
20000000,tt2503944,3,100.0,5002521,7,0,0,623,1631,18,4,10,2015,2,51329,23459,1016168,227454,139,47333,47333,16.811242881518265
40000000,tt1598828,3,91.0,11515790,1,4,5,1185,1956,0,3,1,2012,26,25541,183812,10582,5723,109561,114597,35180,17.50439003707821
12000000,tt3462710,3,100.0,4785431,7,17,0,595,0,0,3,4,2017,20,5916,25541,22128,1378125,36169,1899,1123424,16.300417291085605
18000000,tt0091472,3,118.0,1503545,16,17,0,862,0,0,4,6,1986,13,12074,114058,38024,44712,4251,10439,56790,16.705882371415992
80000000,tt1226273,3,117.0,17214384,5,7,14,1004,192,837,4,1,2010,29,2461,5538,6413,81097,81681,10702,114480,18.197537205138154
35000000,tt1473832,3,123.0,8571785,4,0,0,2299,2069,2431,2,9,2016,14,9137,5472,18352,388,9138,9158,-1,17.370858648025116
0,tt0099726,3,130.0,116975,7,11,0,1004,1464,1003,2,12,1990,19,2461,515,27554,13324,65,24657,24661,0.0
16000000,tt0099365,3,96.0,8054860,1,16,5,2299,1795,0,4,8,1990,24,3896,3910,27753,16476,57959,7623,11359,16.588099342704055
16000000,tt1716777,3,114.0,4255423,7,0,0,634,2229,0,4,6,2012,29,62064,9281,59315,1160,45407,15345,3184,16.588099342704055
0,tt0091178,3,82.0,2768003,4,12,13,1551,0,0,4,7,1986,25,3460,46949,6844,378,1044185,3460,57445,0.0
0,tt3179568,3,116.0,48024,7,4,0,1602,1816,0,4,10,2014,17,14892,9278,20750,14329,19292,52443,1287961,0.0
20000000,tt0368794,3,135.0,730819,7,13,0,685,1820,1148,0,10,2007,1,112,1810,1231,17064,4273,16863,52160,16.811242881518265
19000000,tt0116367,3,108.0,10240805,12,1,17,31,601,1262,4,1,1996,19,1461,138,1037,3196,11158,2294,68802,16.759949589762293
0,tt0093225,3,116.0,32171,4,7,0,481,0,0,2,11,1987,25,77133,543593,194789,5897,38691,68687,1994,0.0
10400000,tt5074352,7,161.0,3248481,7,0,0,2366,49,0,4,12,2016,23,52763,1238200,1756851,1756890,128704,1042010,130959,16.15731646026544
28000000,tt0119485,3,134.0,72095,7,0,0,2229,0,0,3,12,1997,25,58856,58857,58858,58859,1525270,1032,7170,17.147715103853763
0,tt0160298,3,94.0,2527909,4,15,0,227,0,0,2,5,1999,12,35596,49002,828,54429,49551,161858,-1,0.0
6000000,tt1125849,3,109.0,202714,7,15,0,1894,2410,1718,6,9,2008,7,2295,3141,38940,1173,176031,6431,1116091,15.607270193858982
3000000,tt2209418,3,108.0,246914,15,7,0,2002,392,587,4,4,2013,5,569,1146,12042,1140264,1140265,564,114309,14.914123179965662
0,tt0114694,3,97.0,8027843,4,0,0,1602,0,0,4,3,1995,31,58198,60950,6197,37995,63681,13426,56158,0.0
8000000,tt0449059,3,102.0,370998,4,7,0,813,292,250,2,7,2006,26,17141,3051,4495,17142,17140,16960,17173,15.894952224644102
13000000,tt0420609,3,110.0,452966,7,0,0,1148,1255,2376,3,11,2006,16,10205,13014,12052,18277,6588,32983,59478,16.380459992348886
12000000,tt3862750,3,100.0,25888154,7,17,0,1909,0,0,4,9,2015,11,8177,5411,9779,2208,210773,104025,1548067,16.300417291085605
65000000,tt0183790,3,132.0,16511391,2,7,15,481,699,263,4,5,2001,11,1810,17328,27855,6162,42279,4723,51612,17.989897843244528
16000000,tt0147800,3,97.0,8330681,4,15,7,1291,1097,2229,1,3,1999,30,1810,12041,24045,40978,38582,40243,29525,16.588099342704055
12000000,tt0093560,3,82.0,1920678,12,4,1,2242,1138,2091,4,8,1987,14,94490,94491,41274,94492,119232,44056,956646,16.300417291085605
8575000,tt4016934,12,145.0,92129,17,7,15,347,1410,2448,2,6,2016,1,123664,1537768,75913,138336,93252,10099,10099,15.964361667634346
5000000,tt0361862,3,101.0,64661,17,7,0,768,391,362,0,2,2004,9,3894,10431,37946,36900,11086,37948,17083,15.424948670398354
17000000,tt0335559,3,95.0,7320066,4,15,0,634,0,0,4,1,2004,23,19536,7517,17052,78729,52601,36797,-1,16.648723960844016
0,tt1037218,3,110.0,1020,7,0,0,1211,2283,0,4,10,2008,17,8784,3544,2274,57449,15737,75570,1315056,0.0
35000000,tt0106701,3,94.0,9331139,8,4,0,980,2373,2371,2,6,1993,23,6837,15252,23709,1062,1063,14692,52042,17.370858648025116
4500000,tt0083929,3,90.0,2545674,4,0,0,2299,1784,0,4,8,1982,13,2228,10431,777,16171,118946,57434,58869,15.319588176962746
70000000,tt0150377,3,105.0,23162542,5,7,14,1602,0,0,4,9,1999,24,2176,15852,21089,49425,942021,5696,12842,18.064005814299346
85000000,tt0107362,3,130.0,15338241,2,9,1,481,1520,0,4,6,1993,18,1100,1164,40176,4391,1735,1090,40437,18.258161826219297
6000000,tt1620935,3,116.0,2366810,7,0,0,2451,1962,2317,4,11,2016,4,996701,6383,18980,8785,15854,24294,8215,15.607270193858982
16000000,tt0375063,3,126.0,207042,4,7,15,813,1375,1954,4,10,2004,22,13242,19159,12519,25540,57823,13235,45838,16.588099342704055
15000000,tt0101764,3,110.0,7574703,17,1,5,2055,0,0,2,7,1991,31,15111,18071,106836,106837,70591,16590,21478,16.52356082573315
50000000,tt2262227,3,95.0,17005218,15,3,2,2264,1783,2263,2,10,2014,1,8688,38673,8691,18979,239574,1265056,1835270,17.72753358339242
5000000,tt1313092,3,113.0,61968,7,17,5,1686,0,0,3,6,2010,3,968863,77335,33192,529,55900,114334,61625,15.424948670398354
50000000,tt0365737,3,128.0,374502,7,17,0,1917,2371,1613,2,11,2005,23,1461,1892,2954,2955,2956,2945,2948,17.72753358339242
16500000,tt0114388,3,136.0,721341,7,15,0,481,1399,0,2,12,1995,13,204,7056,3291,207,4566,1614,11058,16.61887099947687
5000000,tt0085862,3,107.0,4295300,1,5,7,5,1253,2226,3,4,1983,14,51576,141,10938,543349,58799,102627,102627,15.424948670398354
11500000,tt0110950,3,99.0,5113050,7,0,0,2299,1108,0,4,2,1994,18,1920,7399,21197,18324,569,7399,5381,16.257857680289998
0,tt0089886,3,106.0,2557180,4,15,0,2242,573,0,2,8,1985,7,5576,92808,2885,7676,9629,63713,339,0.0
7500000,tt1034314,3,93.0,1599,1,4,16,268,15,1474,5,3,2012,10,6674,75175,10744,1646,936496,66212,1320264,15.830413711839864
15000000,tt1172233,3,111.0,4650812,7,0,0,638,1318,2333,6,9,2009,13,27578,61178,41091,69597,92019,69597,-1,16.52356082573315
0,tt1991245,3,88.0,7955307,12,17,0,71,766,1546,3,5,2012,24,49915,21047,999817,87879,109786,999812,90591,0.0
250000000,tt1170358,3,161.0,73645197,2,9,0,2419,1476,2375,2,12,2013,11,7060,1327,30315,25136,95047,108,53393,19.33697147982652
0,tt0113041,3,106.0,11134978,4,0,0,1888,2229,0,4,2,1995,10,67773,3092,519,70696,59222,56106,17698,0.0
6400000,tt1499201,7,151.0,517608,4,7,13,697,1455,0,4,9,2010,24,77234,85034,78246,81678,20045,35785,35086,15.671808704579888
6000000,tt2771372,3,107.0,1988351,4,7,5,2371,2374,1828,3,3,2014,13,40462,158095,15029,84300,1180945,1224425,1327239,15.607270193858982
135000000,tt0382992,3,121.0,13251545,1,0,0,1199,1548,481,3,7,2005,28,6164,10860,134,9880,12206,18878,20206,18.72078534381011
10000000,tt0289408,3,77.0,3583114,3,1,8,2375,2372,387,2,7,2002,3,64948,15762,15274,71535,78798,122967,1815843,16.118095750958314
28000000,tt1650554,3,103.0,13332955,1,2,5,2299,1330,0,2,7,2013,17,27428,56734,54691,54729,206,55075,287,17.147715103853763
25000000,tt0119934,3,117.0,56180,7,0,0,523,2371,0,4,9,1998,11,8289,55636,2140,23958,26457,11057,-1,17.034386422832473
125000000,tt0319262,3,124.0,68743584,1,2,16,1242,2264,404,2,5,2004,26,-1,-1,-1,-1,-1,-1,-1,18.643824303266577
25000000,tt0090728,3,99.0,2723211,1,2,4,2264,2091,0,4,5,1986,30,6856,2109,11392,20904,11395,11770,94089,17.034386422832473
0,tt0107497,3,107.0,9232650,7,5,0,480,1476,392,2,9,1993,29,7447,2227,8984,10739,862,23213,7530,0.0
160000000,tt2771200,3,129.0,174750616,8,9,15,2366,1319,0,3,3,2017,16,10990,221018,114019,8945,54415,15557,62758,18.8906843794481
40000000,tt2005151,3,114.0,14685305,4,5,7,2165,899,2371,2,8,2016,17,996701,21007,224513,51329,7166,57130,1102498,17.50439003707821
0,tt0100475,3,80.0,266975,4,12,0,1929,385,0,4,9,1990,14,37366,13726,7633,10682,102928,69667,69668,0.0
30000000,tt0256415,3,108.0,35648740,4,15,0,2229,0,0,3,9,2002,26,368,6164,18352,11850,25702,17167,33256,17.216707972959764
5000000,tt1216491,3,112.0,941809,17,5,7,2146,285,0,3,10,2014,9,17604,17628,3968,11477,418,84931,79665,15.424948670398354
0,tt0104926,3,108.0,5240375,4,15,0,2299,0,0,3,10,1992,1,15112,73427,91289,352,119774,64061,-1,0.0
6000000,tt1365050,3,137.0,51003,7,18,0,1613,794,1775,4,9,2015,11,17605,1345967,1421427,1335218,1533157,87257,1474976,15.607270193858982
40000000,tt2869728,3,102.0,35243095,1,4,0,2299,526,2416,3,1,2016,14,55638,9778,81364,110742,83586,20400,31121,17.50439003707821
25000000,tt0091419,3,94.0,3659884,12,4,13,2151,2371,0,4,12,1986,19,8872,13420,14830,67773,141823,7908,9020,17.034386422832473
5000000,tt3567288,3,94.0,25427560,12,17,0,287,270,0,3,9,2015,10,1385063,1198286,17696,116409,204271,11614,1121600,15.424948670398354
2053648,tt0218043,3,102.0,9532,6,0,0,1015,2299,1244,4,10,1999,22,77763,33016,57342,79027,1104,57328,57328,14.535128768792003
85000000,tt0343737,3,167.0,9912110,7,17,11,2299,101,1421,0,12,2006,11,1892,11701,7447,16859,380,380,4700,18.258161826219297
90000000,tt2333784,3,127.0,15879645,1,2,17,557,1509,1243,0,8,2014,4,16483,976,3,1100,2461,143059,17207,18.31532023940565
0,tt0087751,3,112.0,86280,7,15,0,1369,0,0,2,12,1984,26,3092,2461,8654,52995,17187,58094,14929,0.0
40000000,tt0397313,3,120.0,20188176,2,7,8,2366,2029,2321,4,2,2006,17,8167,21089,56455,21593,27124,664,4507,17.50439003707821
22000000,tt0977855,3,108.0,651082,7,17,0,1822,1613,0,3,5,2010,20,3489,2228,15232,31649,14888,11694,-1,16.906553056777135
0,tt0106500,3,89.0,6122450,13,4,0,2299,0,0,4,3,1993,12,2632,32486,14104,17840,19222,57691,-1,0.0
27000000,tt0103976,3,132.0,3405890,7,0,0,2242,82,1702,2,4,1992,15,723,11851,83437,85672,33191,8965,-1,17.11134746100564
0,tt0104254,3,76.0,3549338,9,3,16,2264,1171,2452,4,4,1992,10,13472,20767,2224,2157,31004,74300,-1,0.0
0,tt0095304,3,99.0,3308250,12,9,4,1574,2339,0,4,11,1988,18,26472,11390,589,821,3896,17016,-1,0.0
50000000,tt1259571,3,130.0,142839137,2,9,7,2074,1343,1021,6,3,2009,15,37917,11288,84214,21029,45827,3288,1128797,17.72753358339242
50000000,tt2199571,3,114.0,11012305,1,5,7,2321,686,1768,2,3,2015,11,3896,228,92404,467645,14888,59521,962489,17.72753358339242
0,tt2178941,2,105.0,63410,7,0,0,1899,2473,42,3,3,2012,8,681,49021,559589,40501,65054,2332,1041254,0.0
30000000,tt0478311,3,129.0,30690990,4,15,7,2299,123,0,4,6,2007,1,19274,25541,41087,22226,41088,41039,41076,17.216707972959764
103000000,tt2357291,3,102.0,39327869,3,2,4,280,2263,0,2,3,2014,19,44735,1813,41087,134,1271,5714,5718,18.450239555902648
0,tt0109045,3,104.0,219433,7,4,0,1682,0,0,1,5,1994,31,28641,1331,529,23,1230360,27889,31857,0.0
150000000,tt2948356,3,108.0,75063401,3,2,8,2366,2364,0,3,2,2016,11,417,23532,446511,17605,6944,1318201,69798,18.826145858727198
40000000,tt3774114,3,134.0,8000058,7,17,0,685,1535,1167,3,9,2016,15,24045,94185,6832,17306,207,1152,71332,17.50439003707821
967686,tt1341167,3,101.0,41512,4,5,7,760,629,2377,4,5,2010,7,53240,6971,2959,81840,814200,117794,1231665,13.782663966863328
35000000,tt0492389,3,92.0,6627564,4,0,0,2074,1831,1613,4,4,2010,2,18269,83586,15110,113867,71403,11873,113866,17.370858648025116
14000000,tt0401383,5,112.0,75721,7,0,0,817,2162,1627,1,5,2007,22,8789,8925,8791,7276,7275,7482,20719,16.454567959008102
6000000,tt3787590,3,96.0,1767308,7,13,15,2431,0,0,2,8,2015,26,29222,1186505,8210,1469633,1469630,1257827,2238,15.607270193858982
0,tt1792647,3,91.0,2162993,9,8,0,1783,0,0,4,11,2012,9,1067237,1067238,221147,1001710,1001709,5524,1067239,0.0
25000000,tt0151738,3,107.0,11836707,15,4,7,807,791,337,4,4,1999,9,69597,15234,15424,28640,66962,1215,7798,17.034386422832473
30000000,tt0332047,3,103.0,12400125,4,7,15,807,2414,65,2,4,2005,6,69597,11669,74151,1240,69423,7396,57464,17.216707972959764
80000000,tt0369436,3,88.0,31069826,4,15,7,1476,2029,2271,2,11,2008,26,4937,368,3087,5606,10127,71600,21635,18.197537205138154
23000000,tt0478134,3,124.0,133557,11,7,17,2074,265,1448,4,8,2007,31,2176,6885,4038,3713,17051,455,51688,16.951004817371683
15000000,tt2463288,3,95.0,39751,4,0,0,1185,1956,763,4,5,2014,2,9281,11006,94098,824,131723,32593,68602,16.52356082573315
105000000,tt2058673,3,114.0,9800252,1,5,17,2066,71,537,3,12,2015,3,25616,972356,20374,18792,5538,21673,13927,18.46947091764561
20000000,tt0829482,3,113.0,33052411,4,0,0,480,123,0,4,8,2007,17,21007,39995,54691,19278,19274,54733,41076,16.811242881518265
0,tt2639344,3,98.0,117276,7,0,0,1616,1405,415,4,2,2014,7,12074,658,3141,16428,49918,53708,1475286,0.0
50000000,tt1124037,3,139.0,7572206,18,1,7,1194,2314,1848,4,6,2016,24,10297,1216606,932967,41292,1171570,23964,19282,17.72753358339242
0,tt0119381,3,110.0,2301138,7,15,0,807,0,0,4,4,1997,4,73421,882,6161,8289,59662,19969,73425,0.0
